source_language,target_language,source_text,target_text,table_name,source_comment,weight
en,uk,Candesartan^Amlodipine,Кандесартан^Амлодипін,FIP,https://mozdocs.kiev.ua/likiview.php?id=47279,1
en,uk,Valsartan^Amlodipine^Hydrochlorothiazide,Валсартан^Амлодипіну^Гідрохлоротіазид,FIP,https://compendium.com.ua/info/360702/,1
en,uk,Valsartan^Hydrochlorothiazide^Amlodipine,Валсартан^Гідрохлоротіазид^Амлодипін,FIP,https://likicontrol.com.ua/%D1%96%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D1%96%D1%8F/?[37707,1
en,uk,Аmlodipine^Valsartan^Нydrochlorothiazide,Амлодипін^Валсартан^Гідрохлоротіазид,FIP,https://compendium.com.ua/info/211454/eksforzh‐n/,1
en,uk,Valsartan^Amlodipine^Hydrochlorothiazide,Амлодипіну Валсартан^Гідрохлоротіазид,FIP,https://compendium.com.ua/info/356781/,1
en,uk,Valsartan^Amlodipine^Hydrochlorothiazide,Амлодипін^Валсартан^Гідрохлортіазид,FIP,https://compendium.com.ua/info/255180/352826/,1
en,uk,Amlodipine^Hydrochlorothiazide^Valsartan,Амлодипін^Гідрохлортіазид^Валсартан,FIP,https://compendium.com.ua/info/255185/tiara‐trio‐sup‐sup‐/,1
en,uk,Olmesartan medoxomil^Amlodipine^Hydrochlorothiazide,Олмесартану медоксоміл^Амлодипін^Гідрохлоротіазид,FIP,https://compendium.com.ua/info/358394/,1
en,uk,Valsartan^Sacubitril,Сакубітрил^Валсартан,FIP,https://compendium.com.ua/info/334935/juperio/,1
en,uk,Simvastatin,Симвастатин,FIP,https://compendium.com.ua/info/351144/simvastatin‐sandoz‐sup‐sup‐/,1
en,uk,Simvastatin,Симвастатин,FIP,https://compendium.com.ua/info/169638/,1
en,uk,Simvastatin,Симвастатин,FIP,https://compendium.com.ua/info/152546/vazilip‐sup‐sup‐/,1
en,uk,Simvastatin,Симвастатин,FIP,https://compendium.com.ua/info/169921/vazostat‐zdorov_e/,1
en,uk,Atorvastatin,Аторвастатин,FIP,https://compendium.com.ua/info/339261/atorvastatin‐teva/,1
en,uk,Atorvastatin,Аторвастатин,FIP,https://mozdocs.kiev.ua/likiview.php?id=42095,1
en,uk,Atorvastatin,Аторвастатин,FIP,https://compendium.com.ua/info/168322/atokor/,1
en,uk,Rosuvastatin,Розувастатин,FIP,https://compendium.com.ua/info/353424/562193/,1
en,uk,Pitavastatin,Пітавастатин,FIP,https://compendium.com.ua/info/200143/livazo/,1
en,uk,Fenofibrate,Фенофібрат,FIP,https://compendium.com.ua/info/171384/,1
en,uk,nan,nan,FIP,trajkor‐sup‐sup‐145‐mg/,1
en,uk,Choline fenofibrate,Холіну фенофібрат,FIP,https://mozdocs.kiev.ua/likiview.php?id=47628,1
en,uk,Colestyramine,Холестирамін,FIP,https://compendium.com.ua/info/172188/pms‐kholestiramin‐reguljar‐so‐vkusom‐apel_sina/,1
en,uk,Cucurbita pero (Cucurbitae oleum),ГАРБУЗА ОЛІЯ,FIP,https://mozdocs.kiev.ua/likiview.php?id=42655,1
en,uk,Cucurbita pero (Cucurbitae oleum),ОЛІЯ НАСІННЯ ГАРБУЗА,FIP,https://mozdocs.kiev.ua/likiview.php?id=42655,1
en,uk,Comb drug,Омела біла (Visci albi)^Хвощ польовий (Equiseti arvensis)^Софори японської (Sophora japonica)^Каштан кінський (Hippocastani )^Глод (Crataegi)^Конюшина (Trifolii)^Барвінок малий (Vincae minoris),FIP,https://mozdocs.kiev.ua/likiview.php?id=47116,1
en,uk,Omega‐3‐ triglycerides incl. other esters and acids,Риб’ячий жир,FIP,https://compendium.com.ua/info/171653/112568/,1
en,uk,Ispaghula (psylla seeds),лузга насіння подорожника,FIP,https://compendium.com.ua/info/74717/mukofal_k‐apel_sin/,1
en,uk,Omega‐3‐ triglycerides incl. other esters and acids,Ефіри омега‐3 кислот,FIP,https://compendium.com.ua/info/200072/epadol‐neo/,1
en,uk,Omega‐3‐ triglycerides incl. other esters and acids,Ефіри омега‐3 кислот,FIP,https://compendium.com.ua/info/168828/omakor/,1
en,uk,Ezetimibe,Езетиміб,FIP,https://compendium.com.ua/info/364886/,1
en,uk,Ezetimibe,Езетиміб,FIP,https://mozdocs.kiev.ua/likiview.php?id=48048,1
en,uk,Evolocumab,Еволокумаб,FIP,https://likicontrol.com.ua/%D1%96%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D1%96%D1%8F/?[28183],1
en,uk,Inclisiran,Iнклісіран,FIP,https://likicontrol.com.ua/%D1%96%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D1%96%D1%8F/?[38328],1
en,uk,Atorvastatin^Ezetimibe,Аторвастатин^Езетиміб,FIP,https://mozdocs.kiev.ua/likiview.php?id=47412,1
en,uk,Rosuvastatin^Ezetimibe,Розувастатин^Езетиміб,FIP,https://mozdocs.kiev.ua/likiview.php?id=48045,1
en,uk,Rosuvastatin^Ezetimibe,Розувастатин^Езетиміб,FIP,https://compendium.com.ua/info/352378/rozulip‐pljus‐10‐10/,1
en,uk,Rosuvastatin^Ezetimibe,Розувастатин^Езетиміб,FIP,https://mozdocs.kiev.ua/likiview.php?id=50593,1
en,uk,nan,nan,FIP,https://mozdocs.kiev.ua/likiview.php?id=50593,1
en,uk,Rosuvastatin^Acetylsalicylic acid,Розувастатин^Aцетилсаліциловa кислотa,FIP,https://compendium.com.ua/info/545906/aspiroza‐sup‐sup‐/,1
en,uk,Acetylsalicylic acid^Rosuvastatin,Kислотa ацетилсаліциловa^Pозувастатин,FIP,https://likicontrol.com.ua/%D1%96%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D1%96%D1%8F/?[38928],1
en,uk,"Acetylsalicylic acid^Atorvastatin,^Ramipril",Kислотa ацетилсаліциловa^Aторвастатин^Pаміприл,FIP,https://compendium.com.ua/info/275443/trinomija/,1
en,uk,Atorvastatin^Perindopril^Amlodipine,Aторвастатин^Периндоприл^Aмлодипін,FIP,https://mozdocs.kiev.ua/likiview.php?id=41209,1
en,uk,Atorvastatin^Amlodipine,Аторвастатин^Амлодипін,FIP,https://compendium.com.ua/info/173368/amlostat‐sup‐sup‐/,1
en,uk,Atorvastatin^Amlodipine,Аторвастатин^Амлодипін,FIP,https://compendium.com.ua/info/170456/kaduet/,1
en,uk,Atorvastatin^Amlodipine,Аторвастатин^Амлодипін,FIP,https://mozdocs.kiev.ua/likiview.php?id=42951,1
en,uk,Rosuvastatin^Amlodipine,Розувастатин^Амлодипін,FIP,https://mozdocs.kiev.ua/likiview.php?id=44219,1
en,uk,nan,nan,FIP,https://mozdocs.kiev.ua/likiview.php?id=44219,1
en,uk,Rosuvastatin^Valsartan,Розувастатин^Валсартан,FIP,https://compendium.com.ua/info/338976/valaroks/,1
en,uk,Rosuvastatin^Perindopril^Indapamide,Розувастатин^Периндоприл^Індапамід;,FIP,https://compendium.com.ua/info/431178/roksiper/,1
en,uk,Rosuvastatin^Amlodipine^Perindopril,Розувастатин^Амлодипін^Периндоприл,FIP,https://mozdocs.kiev.ua/likiview.php?id=50587,1
en,uk,Levonorgestrel^Ethinylestradiol,Левоноргестрел^Етинілестрадіол,FIP,https://compendium.com.ua/info/353329/leveret‐mini/,1
en,uk,Levonorgestrel^Ethinylestradiol,Левоноргестрел^Етинілестрадіол,FIP,https://compendium.com.ua/info/328292/levomin‐30/,1
en,uk,Levonorgestrel^Ethinylestradiol,Левоноргестрел^Етинілестрадіол,FIP,https://mozdocs.kiev.ua/likiview.php?id=52201,1
en,uk,Levonorgestrel^Ethinylestradiol,Левоноргестрел^Етинілестрадіол,FIP,https://compendium.com.ua/info/1045/rigevidon/,1
en,uk,Levonorgestrel^Ethinylestradiol,Левоноргестрел^Етинілестрадіол,FIP,https://compendium.com.ua/info/355610/tserinta/,1
en,uk,Desogestrel^Ethinylestradiol,Дезогестрел^Етинілестрадіол,FIP,https://mozdocs.kiev.ua/likiview.php?id=45544,1
en,uk,Desogestrel^Ethinylestradiol,Дезогестрел^Етинілестрадіол,FIP,https://compendium.com.ua/info/736/marvelon‐sup‐sup‐/,1
en,uk,Desogestrel^Ethinylestradiol,Дезогестрел^Етинілестрадіол,FIP,https://compendium.com.ua/info/47102/novinet/,1
en,uk,Desogestrel^Ethinylestradiol,Дезогестрел^Етинілестрадіол,FIP,https://compendium.com.ua/info/47103/regulon/,1
en,uk,Gestodene^Ethinylestradiol,Етинілестрадіол^Гестоден,FIP,https://mozdocs.kiev.ua/likiview.php?id=42268,1
en,uk,Gestodene^Ethinylestradiol,Гестоден^Етинілестрадіол,FIP,https://compendium.com.ua/info/355030/,1
en,uk,Gestodene^Ethinylestradiol,Гестоден^Етинілестрадіол,FIP,https://compendium.com.ua/info/167645/lindinet/,1
en,uk,Gestodene^Ethinylestradiol,Гестоден^Етинілестрадіол,FIP,https://compendium.com.ua/info/74549/logest‐sup‐sup‐/,1
en,uk,Gestodene^Ethinylestradiol,Гестоден^Етинілестрадіол,FIP,https://mozdocs.kiev.ua/likiview.php?id=49948,1
en,uk,Gestodene^Ethinylestradiol,Гестоден^Етинілестрадіол,FIP,https://mozdocs.kiev.ua/likiview.php?id=44009,1
en,uk,Drospirenone^Ethinylestradiol,Дроспіренон^Етинілестрадіол,FIP,https://compendium.com.ua/info/220169/263086‐263089/,1
en,uk,Drospirenone^Еthinylestradiol,Дроспіренон^Етинілестрадіол,FIP,https://compendium.com.ua/info/220170/263107‐263108/,1
en,uk,Drospirenone^Еthinylestradiol,Дроспіренон^Етинілестрадіол,FIP,https://compendium.com.ua/info/200003/darilija/,1
en,uk,Drospirenone^Ethinylestradiol,Дроспіренон^Етинілестрадіол,FIP,https://compendium.com.ua/info/170285/89338/,1
en,uk,Drospirenone^Estrogen,Дроспіренон^Етинілестрадіол^Левомефолат,FIP,https://compendium.com.ua/info/200318/164118/,1
en,uk,Drospirenone^Ethinylestradiol,Дроспіренон^Етинілестрадіол,FIP,https://compendium.com.ua/info/211235/,1
en,uk,Drospirenone^Ethinylestradiol,Дроспіренон^Етинілестрадіол,FIP,https://compendium.com.ua/info/326475/drospifem‐20/,1
en,uk,Drospirenone^Ethinylestradiol,Дроспіренон^Етинілестрадіол,FIP,https://mozdocs.kiev.ua/likiview.php?id=43173,1
en,uk,Drospirenone^Ethinylestradiol,Дроспіренон^Етинілестрадіол,FIP,https://compendium.com.ua/info/173179/midiana/,1
en,uk,Drospirenone^Ethinylestradiol,Дроспіренон^Етинілестрадіол,FIP,https://compendium.com.ua/info/211322/milanda/,1
en,uk,Drospirenone^Ethinylestradiol,Дроспіренон^Етинілестрадіол,FIP,https://mozdocs.kiev.ua/likiview.php?id=46659,1
en,uk,Drospirenone^Ethinylestradiol,Дроспіренон^Етинілестрадіол,FIP,https://compendium.com.ua/info/340525/feminati/,1
en,uk,Drospirenone^Ethinylestradiol,Дроспіренон^Етинілестрадіол,FIP,https://compendium.com.ua/info/165945/35678/,1
en,uk,Drospirenone^Ethinylestradiol,Дроспіренону^Етинілестрадіол^Левомефолат,FIP,https://compendium.com.ua/info/200066/164127/,1
en,uk,Norelgestromin^Ethinylestradiol,Норелгестромiн^Етинiлестрадiол,FIP,https://compendium.com.ua/info/168863/68751/,1
en,uk,Chlormadinone^Ethinylestradiol,Хлормадинон^Етинілестрадіол,FIP,https://compendium.com.ua/info/220363/,1
en,uk,Chlormadinone^Ethinylestradiol,Хлормадинон^Етинілестрадіол,FIP,https://compendium.com.ua/info/168729/belara‐sup‐sup‐/,1
en,uk,Dienogest^Ethinylestradiol,Дієногест^Етинілестрадіол,FIP,https://compendium.com.ua/info/326477/denovel_‐30/,1
en,uk,Dienogest^Estrogen,Дієногест^Етинілестрадіол,FIP,https://compendium.com.ua/info/220275/,1
en,uk,Dienogest^Ethinylestradiol,Дієногест^Етинілестрадіол,FIP,https://compendium.com.ua/info/166588/zhanin‐sup‐sup‐/,1
en,uk,Dienogest^Ethinylestradiol,Дієногест^Етинілестрадіол,FIP,https://compendium.com.ua/info/211137/zhastinda/,1
en,uk,Dienogest^Ethinylestradiol,Дієногест^Етинілестрадіол,FIP,https://mozdocs.kiev.ua/likiview.php?id=46696,1
en,uk,Dienogest^Ethinylestradiol,Дієногест^Етинілестрадіол,FIP,https://mozdocs.kiev.ua/likiview.php?id=47749,1
en,uk,Dienogest and Ethinylestradiol,Дієногест^Етинілестрадіол,FIP,https://compendium.com.ua/info/337180/,1
en,uk,Levonorgestrel^Еthinylestradiol,Левоноргестрел^Етинілестрадіол,FIP,https://compendium.com.ua/info/3027/tri‐regol/,1
en,uk,Dienogest^Еstradiol,Дієногест^Естрадіол,FIP,https://compendium.com.ua/info/171908/klajra/,1
en,uk,Medroxyprogesteron e,Медроксипрогестер он,FIP,https://compendium.com.ua/info/3626/depo‐provera‐sup‐sup‐/,1
en,uk,Desogestrel,Дезогестрел,FIP,https://compendium.com.ua/info/280959/,1
en,uk,Desogestrel,Дезогестрел,FIP,https://mozdocs.kiev.ua/likiview.php?id=45543,1
en,uk,Desogestrel,Дезогестрел,FIP,https://mozdocs.kiev.ua/likiview.php?id=45544,1
en,uk,Desogestrel,Дезогестрел,FIP,https://compendium.com.ua/info/171807/laktinet‐sup‐sup‐rikhter/,1
en,uk,Levonorgestrel,Левоноргестрел,FIP,https://compendium.com.ua/info/350025/,1
en,uk,Levonorgestrel,Левоноргестрел,FIP,https://compendium.com.ua/info/428596/,1
en,uk,Levonorgestrel,Левоноргестрел,FIP,https://compendium.com.ua/info/169303/eskapel/,1
en,uk,Levonorgestrel,Левоноргестрел,FIP,https://mozdocs.kiev.ua/likiview.php?id=43502,1
en,uk,Levonorgestrel,Левоноргестрел,FIP,https://mozdocs.kiev.ua/likiview.php?id=41659,1
en,uk,Levonorgestrel,Левоноргестрел,FIP,https://compendium.com.ua/info/353724/navela/,1
en,uk,Levonorgestrel,Левоноргестрел,FIP,https://compendium.com.ua/info/1036/postinor/,1
en,uk,Ulipristal,Уліпристал,FIP,https://likicontrol.com.ua/%D1%96%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D1%96%D1%8F/?[36126,1
en,uk,nan,nan,FIP,https://likicontrol.com.ua/%D1%96%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D1%96%D1%8F/?[36126,1
uk_brand_ua,en,БЕКЛАЗОН‐ЕКО,Beclometasone,FIP,https://compendium.com.ua/info/165970/beklazon‐eko/,1
uk_brand_ua,en,БЕКЛОФОРТ™ ЕВОХАЛЕР™,Beclometasone,FIP,https://compendium.com.ua/info/168242/,1
uk_brand_ua,en,ГЛЕНБЕКАР,Beclometasone,FIP,https://mozdocs.kiev.ua/likiview.php?id=48282,1
uk_brand_ua,en,БЕНОДИЛ,Budesonide,FIP,https://compendium.com.ua/info/354717/benodil/,1
uk_brand_ua,en,БУДЕСОНІД‐ІНТЕЛІ,Budesonide,FIP,https://compendium.com.ua/info/200281/161313/,1
uk_brand_ua,en,БУДЕСОНІД‐ІНТЕЛІ НЕБ,Budesonide,FIP,https://compendium.com.ua/info/355884/539377/,1
uk_brand_ua,en,БУДІКСОН НЕБ,Budesonide,FIP,https://compendium.com.ua/info/357923/budikson‐neb/,1
uk_brand_ua,en,НОВОПУЛЬМОН Е НОВОЛАЙЗЕР®,Budesonide,FIP,https://compendium.com.ua/info/200079/novopul_mon‐e‐novolajzer‐sup‐sup‐/,1
uk_brand_ua,en,ПУЛЬМІКОРТ ТУРБУХАЛЕР,Budesonide,FIP,https://compendium.com.ua/info/172306/pul_mikort‐turbukhaler/,1
uk_brand_ua,en,БЕРОВЕНТ‐МФ,Fenoterol,FIP,https://mozdocs.kiev.ua/likiview.php?id=28916,1
uk_brand_ua,en,БЕРОТЕК® Н,Fenoterol,FIP,https://compendium.com.ua/info/139479/berotek‐sup‐sup‐h/,1
uk_brand_ua,en,БЕРОДУАЛ®,Fenoterol^Ipratropium bromide,FIP,https://compendium.com.ua/info/31984/17794/,1
uk_brand_ua,en,БЕРОДУАЛ ® Н,Fenoterol^Ipratropium bromide,FIP,https://compendium.com.ua/info/166071/38166/,1
uk_brand_ua,en,ІПРАДУАЛ,Fenoterol^Ipratropium bromide,FIP,https://mozdocs.kiev.ua/likiview.php?id=43216,1
uk_brand_ua,en,ФРІВЕЙ® КОМБІ,Fenoterol^Ipratropium bromide,FIP,https://compendium.com.ua/info/328309/frivej‐kombi/,1
uk_brand_ua,en,НЕБУФЛЮЗОН®,Fluticasone,FIP,https://compendium.com.ua/info/211071/,1
uk_brand_ua,en,ФЛІКСОТИД™ ЕВОХАЛЕР™,Fluticasone,FIP,https://compendium.com.ua/dec/272685/,1
uk_brand_ua,en,ФЛІКСОТИД™ НЕБУ ЛИ™,Fluticasone,FIP,https://compendium.com.ua/info/_3469/,1
uk_brand_ua,en,ЗАФІРОН,Formoterol,FIP,https://compendium.com.ua/info/169501/zafiron/,1
uk_brand_ua,en,ФОРАТЕК,Formoterol,FIP,https://mozdocs.kiev.ua/likiview.php?id=44633,1
uk_brand_ua,en,ФОРМОТЕРОЛ ІЗІХЕЙЛЕР,Formoterol,FIP,https://compendium.com.ua/info/255155/formoterol‐izikhejler/,1
uk_brand_ua,en,ФОРТІКС,Formoterol,FIP,https://compendium.com.ua/info/172799/fortiks/,1
uk_brand_ua,en,ФОРТУЛІН,Formoterol,FIP,https://compendium.com.ua/dec/265264/,1
uk_brand_ua,en,БУФОМІКС ІЗІХЕЙЛЕР,Formoterol^Budesonide,FIP,https://compendium.com.ua/info/255153/bufomiks‐izikhejler/,1
uk_brand_ua,en,ДУОРЕСП СПІРОМАКС,Formoterol^Budesonide,FIP,https://mozdocs.kiev.ua/likiview.php?id=42948,1
uk_brand_ua,en,СИМБІКОРТ ТУРБУХАЛЕР,Formoterol^Budesonide,FIP,https://compendium.com.ua/info/170267/simbikort‐turbukhaler/,1
uk_brand_ua,en,ФОРАКОРТ®200,Formoterol^Budesonide,FIP,https://www.apteka24.ua/forakort‐aer‐200mkg‐120doz/,1
uk_brand_ua,en,УЛЬТІБРО БРИЗХА ЙЛЕР,Indacaterol^Glycopyrronium bromide,FIP,https://compendium.com.ua/info/251824/ul_tibro‐brizkhajler/,1
uk_brand_ua,en,ІПРАТРОПІУМ‐ ІНТЕЛІ,Ipratropium bromide,FIP,https://compendium.com.ua/info/326660/,1
uk_brand_ua,en,ФРІВЕЙ®,Ipratropium bromide,FIP,https://compendium.com.ua/info/349034/539413/,1
uk_brand_ua,en,АСТАЛІН,Salbutamol,FIP,https://mozdocs.kiev.ua/likiview.php?id=45031,1
uk_brand_ua,en,ВЕНТОЛІН™ ЕВОХАЛЕР™,Salbutamol,FIP,https://compendium.com.ua/info/172380/ventolin‐evokhaler‐/,1
uk_brand_ua,en,ВЕНТОЛІН™ НЕБУЛИ,Salbutamol,FIP,https://compendium.com.ua/info/132865/ventolin‐nebuly/,1
uk_brand_ua,en,nan,nan,FIP,https://compendium.com.ua/info/132865/ventolin‐nebuly/,1
uk_brand_ua,en,НЕБУТАМОЛ®,Salbutamol,FIP,https://compendium.com.ua/info/200433/nebutamol‐sup‐sup‐/,1
uk_brand_ua,en,САЛЬБУТАМОЛ,Salbutamol,FIP,https://compendium.com.ua/info/2225/116721/,1
uk_brand_ua,en,САЛЬБУТАМОЛ‐ ІНТЕЛІ,Salbutamol,FIP,https://compendium.com.ua/info/171527/111149/,1
uk_brand_ua,en,САЛЬБУТАМОЛ‐ НЕО,Salbutamol,FIP,https://compendium.com.ua/info/172656/140687/,1
uk_brand_ua,en,АІРТЕК,Salmeterol and fluticasone,FIP,https://compendium.com.ua/info/220110/airtek/,1
uk_brand_ua,en,СЕРЕТИД™ ДИСКУС™,Salmeterol and fluticasone,FIP,https://compendium.com.ua/info/167549/seretid‐diskus‐/,1
uk_brand_ua,en,СІРДУПЛА,Salmeterol and fluticasone,FIP,https://mozdocs.kiev.ua/likiview.php?id=47345,1
uk_brand_ua,en,СПІРИВА®,Tiotropium bromide,FIP,https://mozdocs.kiev.ua/likiview.php?id=41845,1
uk_brand_ua,en,СПІРИВА® РЕСПІМА Т®,Tiotropium bromide,FIP,https://compendium.com.ua/info/172922/spiriva-sup-sup-respimat-sup-sup-/,1
uk_brand_ua,en,ІПРАТРОПІЙ‐ САЛЬБУТАМОЛ‐ ТЕВА,Salbutamol^Ipratropium bromide,FIP,https://mozdocs.kiev.ua/likiview.php?id=43218,1
uk_brand_ua,en,АНОРО™ ЕЛЛІПТА™,Vilanterol and umeclidinium bromide,FIP,https://compendium.com.ua/info/255238/anoro‐ellipta‐/,1
uk_brand_ua,en,АМІНАЗИН,Chlorpromazine,FIP,https://compendium.com.ua/info/1637/13256/,1
uk_brand_ua,en,АМІНАЗИН‐ЗДОРОВ’Я,Chlorpromazine,FIP,https://compendium.com.ua/info/60153/aminazin‐zdorov_e/,1
uk_brand_ua,en,ТИЗЕРЦИН®,Levomepromazine,FIP,https://compendium.com.ua/info/11824/tizertsin‐sup‐sup‐/,1
uk_brand_ua,en,МОДИТЕН ДЕПО,Fluphenazine,FIP,https://compendium.com.ua/info/12160/,1
uk_brand_ua,en,ВЕРТИНЕКС®,Prochlorperazine,FIP,https://compendium.com.ua/info/220097/vertineks‐sup‐sup‐/,1
uk_brand_ua,en,ТРИФТАЗИН‐ДАРНИЦЯ,Trifluoperazine,FIP,https://compendium.com.ua/info/2143/triftazin‐darnitsa/,1
uk_brand_ua,en,СОНАПАКС ® 10 МГ СОНАПАКС ® 25 МГ,Thioridazine,FIP,https://compendium.com.ua/info/1366/sonapaks‐sup‐sup‐/,1
uk_brand_ua,en,ГАЛОПЕРИДОЛ ДЕКАНО АТ,Haloperidol,FIP,https://compendium.com.ua/info/167876/,1
uk_brand_ua,en,ГАЛОПЕРИДОЛ ФОРТЕ,Haloperidol,FIP,https://compendium.com.ua/info/167874/galoperidol‐tabletki/,1
uk_brand_ua,en,ГАЛОПЕРИДОЛ‐РІХТЕР,Haloperidol,FIP,https://compendium.com.ua/info/167874/galoperidol‐tabletki/,1
uk_brand_ua,en,ГАЛОПРИЛ,Haloperidol,FIP,https://compendium.com.ua/info/9348/167653/,1
uk_brand_ua,en,ГАЛОПРИЛ ФОРТЕ,Haloperidol,FIP,https://compendium.com.ua/info/200293/167655/,1
uk_brand_ua,en,ЗЕЛДОКС®,Ziprasidone,FIP,https://compendium.com.ua/info/168951/zeldoks‐sup‐sup‐/,1
uk_brand_ua,en,СЕРДОЛЕКТ,Sertindole,FIP,https://compendium.com.ua/info/170383/serdolekt/,1
uk_brand_ua,en,ФЛЮАНКСОЛ,Flupenthixol,FIP,https://compendium.com.ua/info/133581/fljuanksol/,1
uk_brand_ua,en,ФЛЮАНКСОЛ ДЕПО,Flupenthixol,FIP,https://compendium.com.ua/info/133581/29031/,1
uk_brand_ua,en,ТРУКСАЛ,Chlorprothixene,FIP,https://compendium.com.ua/info/131871/truksal/,1
uk_brand_ua,en,КЛОПІКСОЛ,Zuclopenthixol,FIP,https://compendium.com.ua/info/133565/klopiksol/,1
uk_brand_ua,en,КЛОПІКСОЛ ДЕПО,Zuclopenthixol,FIP,https://compendium.com.ua/info/133565/29018/,1
uk_brand_ua,en,КЛОПІКСОЛ‐АКУФАЗ,Zuclopenthixol,FIP,https://compendium.com.ua/info/133565/29020/,1
uk_brand_ua,en,АДАСУВ,Loxapine,FIP,https://mozdocs.kiev.ua/likiview.php?id=42100,1
uk_brand_ua,en,АЗАЛЕПТОЛ,Clozapine,FIP,https://compendium.com.ua/info/166110/azaleptol/,1
uk_brand_ua,en,АЗАПІН,Clozapine,FIP,https://compendium.com.ua/info/166110/azaleptol/,1
uk_brand_ua,en,ЗАЛАСТА®,Olanzapine,FIP,https://compendium.com.ua/info/200336/,1
uk_brand_ua,en,ЗОЛАФРЕН,Olanzapine,FIP,https://compendium.com.ua/info/168952/zolafren/,1
uk_brand_ua,en,ЕГОЛАНЗА,Olanzapine,FIP,https://compendium.com.ua/info/168952/zolafren/,1
uk_brand_ua,en,ОЛАСІН®,Olanzapine,FIP,https://compendium.com.ua/info/168952/zolafren/,1
uk_brand_ua,en,ОЛФРЕКС,Olanzapine,FIP,https://compendium.com.ua/info/168952/zolafren/,1
uk_brand_ua,en,КВЕНТІАКС®,Quetiapine,FIP,https://compendium.com.ua/info/328298/kventiaks/,1
uk_brand_ua,en,КВЕТИКСОЛ,Quetiapine,FIP,https://compendium.com.ua/info/328298/kventiaks/,1
uk_brand_ua,en,КВЕТИРОН 25 КВЕТИРОН 100 КВЕТИРОН 200,Quetiapine,FIP,https://compendium.com.ua/info/328298/kventiaks/,1
uk_brand_ua,en,КВЕТИРОН® XR АСІНО,Quetiapine,FIP,https://compendium.com.ua/info/328298/kventiaks/,1
uk_brand_ua,en,КВЕТІПІН,Quetiapine,FIP,https://compendium.com.ua/info/328298/kventiaks/,1
uk_brand_ua,en,КЕТИЛЕПТ®,Quetiapine,FIP,https://compendium.com.ua/info/328298/kventiaks/,1
uk_brand_ua,en,КЕТИЛЕПТ® РЕТАРД,Quetiapine,FIP,https://compendium.com.ua/info/328298/kventiaks/,1
uk_brand_ua,en,СЕРОКВЕЛЬ XR,Quetiapine,FIP,https://compendium.com.ua/info/328298/kventiaks/,1
uk_brand_ua,en,КЮ‐ПІН 25 КЮ‐ПІН 100; КЮ‐ПІН 200; КЮ‐ПІН 300;,Quetiapine,FIP,https://compendium.com.ua/info/328298/kventiaks/,1
uk_brand_ua,en,ЕГЛОНІЛ®,Sulpiride,FIP,https://compendium.com.ua/info/423634/eglonil‐kapsuly/,1
uk_brand_ua,en,СУЛЬПІРИД‐ЗН,Sulpiride,FIP,https://compendium.com.ua/info/423634/eglonil‐kapsuly/,1
uk_brand_ua,en,БЕТАМАКС,Sulpiride,FIP,https://compendium.com.ua/info/423634/eglonil‐kapsuly/,1
uk_brand_ua,en,ТІАПРІЛАН®,Tiapride,FIP,https://compendium.com.ua/info/423634/eglonil‐kapsuly/,1
uk_brand_ua,en,ТІАПРОСАН®,Tiapride,FIP,https://compendium.com.ua/info/173073/tiaprilan/,1
uk_brand_ua,en,АКТІПРОЛ,Amisulpride,FIP,https://compendium.com.ua/info/359668/,1
uk_brand_ua,en,СОЛЕКС®,Amisulpride,FIP,https://compendium.com.ua/info/359668/,1
uk_brand_ua,en,СОЛЕРОН 100; СОЛЕРОН 200;,Amisulpride,FIP,https://compendium.com.ua/info/359668/,1
uk_brand_ua,en,СОЛІАН®,Amisulpride,FIP,https://compendium.com.ua/info/359668/,1
uk_brand_ua,en,ГЛЮТАЛІТ,Lithium,FIP,https://compendium.com.ua/info/168167/,1
uk_brand_ua,en,НЕЙРИСПІН‐ЗДОРОВ’Я,Risperidone,FIP,https://compendium.com.ua/info/168348/nejrispin‐zdorov_e/,1
uk_brand_ua,en,РИСПАКСОЛ®,Risperidone,FIP,https://compendium.com.ua/info/168348/nejrispin‐zdorov_e/,1
uk_brand_ua,en,РИСПЕРОН®,Risperidone,FIP,https://compendium.com.ua/info/168348/nejrispin‐zdorov_e/,1
uk_brand_ua,en,РИСПЕТРИЛ,Risperidone,FIP,https://compendium.com.ua/info/168348/nejrispin‐zdorov_e/,1
uk_brand_ua,en,РИСПОЛЕПТ КОНСТА,Risperidone,FIP,https://compendium.com.ua/info/168348/nejrispin‐zdorov_e/,1
uk_brand_ua,en,РИСПОЛЕПТ,Risperidone,FIP,https://compendium.com.ua/info/168348/nejrispin‐zdorov_e/,1
uk_brand_ua,en,РИССЕТ®,Risperidone,FIP,https://compendium.com.ua/info/168348/nejrispin‐zdorov_e/,1
uk_brand_ua,en,ТОРЕНДО,Risperidone,FIP,https://compendium.com.ua/info/168348/nejrispin‐zdorov_e/,1
