"url","title","source","language","page_name","title_latin_name","title_latin_name_has_asterisk","title_uk_name"
"https://compendium.com.ua/uk/akt/69/378016/empagliflozinum/","ЕМПАГЛІФЛОЗИН (EMPAGLIFLOZINUM)","compendium.com.ua","uk","empagliflozinum","EMPAGLIFLOZINUM",False,"ЕМПАГЛІФЛОЗИН"
"https://compendium.com.ua/uk/akt/69/2620/enalaprilum/","ЕНАЛАПРИЛ (ENALAPRILUM)","compendium.com.ua","uk","enalaprilum","ENALAPRILUM",False,"ЕНАЛАПРИЛ"
"https://compendium.com.ua/uk/akt/69/356581/enzalutamidum/","ЕНЗАЛУТАМІД (ENZALUTAMIDUM)","compendium.com.ua","uk","enzalutamidum","ENZALUTAMIDUM",False,"ЕНЗАЛУТАМІД"
"https://compendium.com.ua/uk/akt/69/373/enisamium-iodide/","ЕНІСАМІУМА ЙОДИД (ENISAMIUM IODIDE)","compendium.com.ua","uk","enisamium-iodide","ENISAMIUM IODIDE",False,"ЕНІСАМІУМА ЙОДИД"
"https://compendium.com.ua/uk/akt/69/2619/enoxaparinum-natrii/","ЕНОКСАПАРИН НАТРІЙ (ENOXAPARINUM NATRII)","compendium.com.ua","uk","enoxaparinum-natrii","ENOXAPARINUM NATRII",False,"ЕНОКСАПАРИН НАТРІЙ"
"https://compendium.com.ua/uk/akt/69/1621/epinephrinum/","ЕПІНЕФРИН (EPINEPHRINUM)","compendium.com.ua","uk","epinephrinum","EPINEPHRINUM",False,"ЕПІНЕФРИН"
"https://compendium.com.ua/uk/akt/83/100183/symphytum-officinale/","ЖИВОКІСТ ЛІКАРСЬКИЙ* (SYMPHYTUM OFFICINALE*)","compendium.com.ua","uk","symphytum-officinale","SYMPHYTUM OFFICINALE",True,"ЖИВОКІСТ ЛІКАРСЬКИЙ"
"https://compendium.com.ua/uk/akt/67/269/chole-medicata-conservata/","ЖОВЧ МЕДИЧНА КОНСЕРВОВАНА* (CHOLE MEDICATA CONSERVATA*)","compendium.com.ua","uk","chole-medicata-conservata","CHOLE MEDICATA CONSERVATA",True,"ЖОВЧ МЕДИЧНА КОНСЕРВОВАНА"
"https://compendium.com.ua/uk/akt/71/22/gelatinum/","ЖЕЛАТИН* (GELATINUM*)","compendium.com.ua","uk","gelatinum","GELATINUM",True,"ЖЕЛАТИН"
"https://compendium.com.ua/uk/akt/68/121224/dabigatranum-etexilatum/","ДАБІГАТРАН ЕТЕКСИЛАТ (DABIGATRANUM ETEXILATUM)","compendium.com.ua","uk","dabigatranum-etexilatum","DABIGATRANUM ETEXILATUM",False,"ДАБІГАТРАН ЕТЕКСИЛАТ"
"https://compendium.com.ua/uk/akt/68/119303/dasatinibum/","ДАЗАТИНІБ (DASATINIBUM)","compendium.com.ua","uk","dasatinibum","DASATINIBUM",False,"ДАЗАТИНІБ"
"https://compendium.com.ua/uk/akt/68/3202/dacarbazinum/","ДАКАРБАЗИН (DACARBAZINUM)","compendium.com.ua","uk","dacarbazinum","DACARBAZINUM",False,"ДАКАРБАЗИН"
"https://compendium.com.ua/uk/akt/68/378666/daclatasvirum/","ДАКЛАТАСВІР (DACLATASVIRUM)","compendium.com.ua","uk","daclatasvirum","DACLATASVIRUM",False,"ДАКЛАТАСВІР"
"https://compendium.com.ua/uk/akt/68/3201/dactinomycinum/","ДАКТИНОМІЦИН (DACTINOMYCINUM)","compendium.com.ua","uk","dactinomycinum","DACTINOMYCINUM",False,"ДАКТИНОМІЦИН"
"https://compendium.com.ua/uk/akt/68/200/dalarginum/","ДАЛАРГІН* (DALARGINUM*)","compendium.com.ua","uk","dalarginum","DALARGINUM",True,"ДАЛАРГІН"
"https://compendium.com.ua/uk/akt/68/3200/dalteparinum-natricum/","ДАЛТЕПАРИН НАТРІЙ (DALTEPARINUM NATRICUM)","compendium.com.ua","uk","dalteparinum-natricum","DALTEPARINUM NATRICUM",False,"ДАЛТЕПАРИН НАТРІЙ"
"https://compendium.com.ua/uk/akt/68/251093/dapagliflozinum/","ДАПАГЛІФЛОЗИН (DAPAGLIFLOZINUM)","compendium.com.ua","uk","dapagliflozinum","DAPAGLIFLOZINUM",False,"ДАПАГЛІФЛОЗИН"
"https://compendium.com.ua/uk/akt/68/139091/dapoxetine/","ДАПОКСЕТИН (DAPOXETINE)","compendium.com.ua","uk","dapoxetine","DAPOXETINE",False,"ДАПОКСЕТИН"
"https://compendium.com.ua/uk/akt/68/130282/daptomycinum/","ДАПТОМІЦИН (DAPTOMYCINUM)","compendium.com.ua","uk","daptomycinum","DAPTOMYCINUM",False,"ДАПТОМІЦИН"
